communityname,State,countyCode,communityCode,fold,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,otherPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,numPolice,policePerPop,policeField,policeFieldPerPop,policeCalls,policCallPerPop,policCallPerOffic,policePerPop2,racialMatch,pctPolicWhite,pctPolicBlack,pctPolicHisp,pctPolicAsian,pctPolicMinority,officDrugUnits,numDiffDrugsSeiz,policAveOT,landArea,popDensity,pctUsePubTrans,policCarsAvail,policOperBudget,pctPolicPatrol,gangUnit,pctOfficDrugUnit,policBudgetPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,nonViolPerPop,violentPerPop
Redlandscity,CA,,,1,60394,2.75,3.83,79.59,4.42,18.96,14.97,27.56,13.53,10.33,60394,100.0,37073,79.04,0.7,43.96,22.9,7.29,18.12,43200,17825,19791,11465,13749,13588,8053.0,9402,5232,8.98,5.71,15.38,31.26,4.78,63.25,9.58,34.83,8.49,37.1,9.38,29.86,14.38,12.03,3.19,75.19,72.29,82.51,78.27,55.46,64.88,1032,2.24,6289,17.3,28.84,40.93,47.86,1.8,3.0,4.26,4.98,82.36,3.07,6.32,4.45,2.65,2.79,2.45,62.36,5.37,44.97,3,1204,94.81,59.24,1.16,19.35,1971,2.5,0.09,107200,144300,193400,86200,434,527,640,206,588,26.9,23.5,11.5,92,26,10.41,47.86,40.05,70.44,83.84,,,,,,,,,,,,,,,,,,25.2,2398.1,0.37,,,,,0.0,,5,7.71,21.0,32.38,150.0,231.3,296.0,456.44,975.0,1503.47,1620.0,2498.07,616.0,949.88,16.0,24.67,4976.1,727.83
Arvadacity,CO,,,2,89235,2.73,0.57,94.28,1.98,7.44,14.29,25.69,11.86,7.05,89090,100.0,39014,86.66,1.11,48.71,16.93,3.13,13.72,43771,15642,15862,11857,14063,11223,12306.0,11967,5543,6.28,3.07,11.62,25.05,5.17,72.09,16.2,21.22,11.07,29.84,9.97,25.54,13.71,11.9,3.13,77.88,76.34,84.11,79.31,68.02,76.8,982,1.57,3020,18.08,21.16,27.78,36.56,0.61,0.72,0.94,1.24,93.09,0.87,3.97,3.02,2.71,2.83,2.38,76.05,1.66,30.1,3,1797,94.8,72.76,7.85,30.22,1972,1.55,0.21,76700,89800,107300,30600,330,400,534,204,456,25.9,22.0,12.0,13,0,3.39,50.6,53.12,76.48,90.34,115.0,117.56,114.0,116.54,148979.0,152297.59,1295.5,117.6,96.89,95.65,0.0,2.61,0.0,2.61,7.0,10.0,69.8,22.9,3891.3,3.07,67.0,7402277.0,99.13,10.0,6.09,75671.7,0,0.0,19.0,19.42,48.0,49.07,194.0,198.32,618.0,631.77,2623.0,2681.43,229.0,234.1,27.0,27.6,3574.9,266.81
Napacity,CA,,,8,61842,2.59,0.38,90.3,2.09,15.24,12.51,24.69,11.81,13.09,61842,100.0,35479,75.19,0.59,44.07,27.94,7.33,22.79,41661,16219,16858,20598,16548,13310,7974.0,8541,4693,7.73,7.97,19.24,19.18,4.78,61.92,13.53,25.18,11.64,26.31,10.89,28.01,15.94,13.52,3.04,73.0,70.47,82.63,74.31,57.08,68.1,642,1.45,6736,19.34,32.48,42.41,48.55,2.11,3.54,4.62,5.29,83.97,4.69,5.33,3.74,2.53,2.54,2.53,60.12,5.72,50.36,2,1008,95.96,59.99,1.39,37.6,1966,1.62,0.13,140400,175000,229700,89300,465,572,689,224,641,30.0,23.9,11.5,57,1,10.89,57.98,45.79,76.55,90.85,,,,,,,,,,,,,,,,,,18.1,3425.8,1.59,,,,,0.0,,3,4.7,20.0,31.37,43.0,67.44,324.0,508.13,491.0,770.04,2268.0,3556.92,211.0,330.91,79.0,123.9,4781.77,611.64
Provocity,UT,,,3,86835,3.65,0.26,94.07,2.73,4.17,28.27,55.62,38.89,5.85,86830,99.98,21162,85.9,1.26,46.85,17.17,4.87,12.36,23127,8408,8618,4320,4596,5336,4119.0,5086,23434,29.56,2.4,10.15,34.54,5.85,56.78,11.94,39.99,10.96,29.67,3.71,49.51,5.37,4.58,3.47,84.56,81.99,93.03,84.47,48.78,55.42,478,0.97,4715,42.42,53.28,66.3,71.45,2.3,2.89,3.6,3.88,90.16,0.82,15.02,14.01,3.32,3.48,3.22,41.76,11.79,50.49,2,773,96.85,39.91,2.85,36.74,1969,2.4,0.2,54600,74000,107700,53100,229,289,424,195,336,27.5,20.7,12.0,65,9,5.43,47.34,28.99,52.45,62.09,,,,,,,,,,,,,,,,,,40.0,2170.4,2.82,,,,,0.0,,1,1.1,36.0,39.77,18.0,19.89,88.0,97.22,508.0,561.24,2889.0,3191.77,155.0,171.24,10.0,11.05,3935.3,157.99
Marshfieldtown,MA,23.0,38855.0,8,21531,2.85,0.72,98.29,0.54,0.66,13.78,25.83,12.56,7.73,0,0.0,48986,84.69,1.38,45.67,18.61,3.8,14.46,55524,19373,19398,19855,9298,17331,28393.0,18727,783,3.63,1.41,7.03,32.79,6.62,70.29,10.3,24.24,7.56,34.49,6.73,31.33,10.23,8.53,3.33,82.55,81.99,92.49,85.67,61.35,70.48,121,0.78,522,8.05,8.05,15.9,16.48,0.2,0.2,0.39,0.4,95.59,0.38,5.38,4.04,2.84,3.02,2.23,82.26,0.94,34.95,3,1320,85.13,77.39,5.68,70.83,1963,0.21,0.23,144500,177000,225900,81400,501,634,746,245,710,29.0,22.7,14.8,37,1,2.41,77.22,62.02,82.59,93.18,,,,,,,,,,,,,,,,,,29.5,730.2,2.37,,,,,0.0,,0,0.0,1.0,4.37,2.0,8.73,38.0,165.96,89.0,388.7,372.0,1624.67,35.0,152.86,0.0,0.0,2166.22,179.06
Westporttown,CT,1.0,83500.0,5,24410,2.63,1.07,96.97,1.63,2.24,11.25,19.84,9.77,12.35,24424,100.0,81957,82.81,1.06,74.58,23.49,1.95,14.73,95791,45640,46184,45011,24087,23289,15227.0,23254,762,3.15,2.02,6.95,60.51,3.17,66.91,13.33,29.49,2.22,54.52,6.97,26.41,10.73,8.95,2.96,86.02,84.73,96.56,80.43,49.42,59.59,49,0.29,2974,19.8,27.34,36.21,42.91,2.41,3.33,4.41,5.23,89.29,0.82,2.83,2.19,2.6,2.67,2.27,85.01,0.41,19.54,4,565,94.26,82.82,0.71,45.13,1956,0.38,0.28,318300,422400,500001,181701,620,995,1001,381,1001,24.8,22.0,14.0,17,1,12.18,25.33,59.67,76.59,77.06,65.0,262.32,54.0,217.93,26002.0,104935.6,400.0,262.3,58.03,57.14,0.0,0.89,0.0,0.89,2.0,5.0,239.9,20.7,1177.6,17.48,26.0,3702747.0,83.08,10.0,3.08,149430.8,0,0.0,0.0,0.0,23.0,92.82,7.0,28.25,173.0,698.17,559.0,2255.94,79.0,318.82,3.0,12.11,3285.04,121.07
Sapulpacity,OK,,,10,18074,2.6,4.99,86.37,0.38,1.44,14.21,24.63,11.96,14.03,0,0.0,23810,70.9,0.79,33.53,32.09,5.89,14.34,29560,11783,12430,5510,8357,0,8802.0,8468,2106,11.89,11.11,29.49,12.41,5.72,57.41,18.23,21.93,18.33,21.64,10.52,21.14,13.71,12.22,3.02,74.91,71.02,82.17,80.92,57.55,65.32,293,1.97,169,4.73,4.73,37.87,42.6,0.04,0.04,0.35,0.4,97.4,0.24,3.7,2.75,2.55,2.55,2.55,71.84,2.46,42.7,3,668,91.23,71.84,5.24,56.29,1963,7.96,0.34,33300,45800,68500,35200,182,240,303,121,333,26.8,21.5,12.9,0,0,0.94,70.67,54.92,80.64,94.12,,,,,,,,,,,,,,,,,,18.9,957.5,0.05,,,,,0.0,,0,0.0,3.0,16.13,7.0,37.64,42.0,225.82,226.0,1215.12,566.0,3043.17,124.0,666.7,4.0,21.51,4946.5,279.58
Westwegocity,LA,,,1,11218,2.66,15.59,81.67,0.71,2.79,14.22,27.88,13.45,11.26,11218,100.0,18095,71.79,0.87,19.06,30.37,11.22,15.66,20562,8262,8966,4834,6901,6501,6046.0,8315,2657,23.81,28.57,49.27,4.01,8.37,50.95,17.54,15.03,23.14,10.8,13.93,26.11,15.86,14.97,3.18,62.04,55.69,84.79,53.04,43.75,50.26,517,4.92,224,8.48,31.7,41.96,53.57,0.17,0.63,0.84,1.07,87.22,1.1,6.0,4.34,2.66,2.66,2.66,56.69,6.76,58.36,2,474,89.89,56.62,10.97,63.08,1959,7.66,1.0,37400,49000,64400,27000,180,259,314,134,316,27.3,22.5,12.9,0,0,2.0,88.58,54.89,93.77,97.9,,,,,,,,,,,,,,,,,,3.3,3399.4,1.19,,,,,0.0,,0,0.0,4.0,36.38,34.0,309.2,51.0,463.81,142.0,1291.38,440.0,4001.46,144.0,1309.57,2.0,18.19,6620.59,809.39
NorthProvidencetown,RI,7.0,51760.0,7,32090,2.42,1.04,97.08,1.18,1.78,10.96,25.88,12.68,17.02,32090,100.0,32321,76.23,0.4,46.39,32.57,4.8,17.22,39556,16569,16695,14152,9040,12316,8685.0,10554,2040,6.46,10.16,29.18,20.36,6.12,62.61,19.46,26.22,12.68,27.38,7.82,30.04,10.19,9.11,2.99,79.69,77.08,93.02,82.12,58.25,71.1,219,0.98,2552,10.58,17.59,21.2,25.04,0.84,1.4,1.69,1.99,84.37,1.79,3.24,2.15,2.38,2.77,1.81,69.01,1.38,55.79,2,877,93.8,59.32,0.23,17.9,1967,1.06,0.12,106500,129200,154900,48400,330,470,572,242,526,26.6,21.5,14.6,0,0,7.95,77.45,64.58,89.7,91.93,,,,,,,,,,,,,,,,,,5.9,5456.7,2.38,,,,,0.0,,0,0.0,9.0,27.19,13.0,39.27,58.0,175.22,216.0,652.53,508.0,1534.65,142.0,428.98,8.0,24.17,2640.32,241.68
Readingcity,PA,11.0,63624.0,1,78380,2.5,9.71,78.64,1.42,18.48,13.96,28.24,14.44,15.0,78380,100.0,22112,70.92,0.23,35.07,33.29,11.99,17.34,27277,11041,12217,8460,17292,6953,4718.0,5151,14857,19.41,16.1,41.57,8.52,8.63,56.74,29.52,19.46,26.73,15.93,12.3,35.98,15.56,14.07,3.1,55.5,49.62,60.51,59.62,59.54,64.73,5395,8.86,3362,17.85,28.82,40.04,46.82,0.77,1.24,1.72,2.01,79.15,5.07,6.74,4.2,2.44,2.55,2.3,58.42,4.07,44.82,3,2873,91.62,55.92,9.05,42.15,1939,6.52,0.75,27500,37700,52900,25400,217,292,374,157,352,26.7,17.4,13.5,172,0,4.29,76.71,55.06,86.36,90.72,158.0,201.59,136.0,173.52,59771.0,76262.8,378.3,201.6,82.44,96.2,1.9,1.27,0.63,3.8,10.0,9.0,228.2,10.1,7732.5,7.29,53.0,8284513.0,86.08,10.0,6.33,105703.5,6,7.66,42.0,53.59,555.0,708.13,334.0,426.16,1521.0,1940.67,3362.0,4289.63,585.0,746.41,52.0,66.35,7043.06,1195.53
Clearfieldcity,UT,,,9,21435,3.48,4.59,85.69,4.03,8.29,20.46,34.68,18.33,5.21,21435,100.0,26875,86.12,1.31,35.53,14.56,6.31,18.43,28678,8672,9149,5615,1957,6728,6415.0,6776,3733,17.51,3.54,13.46,12.17,6.5,60.9,17.72,14.13,18.17,20.23,8.49,33.79,12.27,10.29,3.65,78.22,76.2,84.18,77.32,58.01,66.32,392,2.63,962,25.26,33.06,41.27,57.07,1.13,1.48,1.85,2.56,88.97,1.49,12.54,10.15,3.22,3.35,3.07,56.93,6.47,39.93,3,348,94.66,54.82,1.44,28.74,1972,5.17,0.2,51000,59600,70700,19700,246,316,414,168,382,22.4,22.1,11.9,0,0,4.49,49.58,40.97,58.16,69.6,,,,,,,,,,,,,,,,,,7.7,2775.1,0.68,,,,,0.0,,1,4.19,5.0,20.95,8.0,33.51,29.0,121.49,91.0,381.22,544.0,2278.92,35.0,146.62,7.0,29.32,2836.08,180.13
Cheyennecity,WY,,,7,50008,2.47,3.12,89.61,1.17,11.82,13.58,26.2,12.17,10.85,50008,100.0,28117,79.89,1.25,46.48,23.92,5.18,18.35,33624,13351,13873,9628,9835,7962,8398.0,8571,5105,10.34,5.36,15.41,22.14,6.2,64.51,4.56,24.5,11.5,29.89,11.49,25.25,14.6,13.1,3.01,74.03,71.57,80.16,76.26,67.3,73.52,713,1.84,1194,6.28,8.46,10.55,17.42,0.15,0.2,0.25,0.42,92.18,0.76,3.62,2.47,2.44,2.6,2.17,67.9,1.79,42.88,3,1616,92.61,63.86,1.3,35.58,1961,3.54,0.21,55200,68700,87500,32300,227,316,390,163,365,25.0,20.3,11.7,45,2,2.39,36.14,47.51,75.02,80.54,,,,,,,,,,,,,,,,,,19.5,2569.3,0.35,,,,,0.0,,0,0.0,22.0,40.7,17.0,31.45,69.0,127.66,258.0,477.33,2224.0,4114.63,76.0,140.61,12.0,22.2,4754.77,199.81
Hobbscity,NM,,,3,29115,2.84,7.45,78.71,0.47,30.13,15.72,27.22,12.54,9.76,0,0.0,22807,75.22,1.41,32.64,25.91,9.37,11.73,25757,10230,11307,7726,8534,14006,4866.0,4879,7106,24.8,16.05,33.58,13.44,7.58,54.5,5.84,18.4,15.47,22.67,9.89,23.67,13.74,11.91,3.31,73.05,68.59,77.53,76.78,40.62,48.88,802,3.27,1776,8.0,11.37,24.04,36.04,0.49,0.69,1.47,2.2,74.25,3.79,7.35,5.56,2.81,2.85,2.75,66.82,8.87,45.45,3,2085,83.09,66.04,6.24,65.42,1964,15.9,0.62,27000,41600,64800,37800,175,258,332,157,324,25.1,17.2,12.0,14,0,6.1,37.9,49.95,80.03,83.49,,,,,,,,,,,,,,,,,,19.6,1487.3,0.19,,,,,0.0,,4,13.22,19.0,62.77,30.0,99.11,346.0,1143.12,637.0,2104.53,1581.0,5223.34,56.0,185.01,3.0,9.91,7522.8,1318.22
Huntsvillecity,AL,,,9,159789,2.53,24.42,72.64,2.15,1.24,14.49,29.51,14.93,9.16,158829,99.35,32295,82.73,1.0,44.7,19.74,4.66,18.6,39961,16204,18910,8293,11032,15355,15978.0,13911,18093,11.63,6.44,17.99,33.33,5.51,64.97,19.12,25.02,8.51,39.02,10.06,31.1,13.84,12.02,3.02,72.62,68.35,82.27,72.41,61.46,69.35,4028,3.51,6216,17.33,26.03,37.64,43.18,0.67,1.01,1.46,1.68,94.33,0.7,3.68,2.56,2.46,2.64,2.21,63.99,2.74,41.0,3,4769,92.97,59.76,1.36,21.74,1968,4.74,0.25,58000,78200,109200,51200,258,329,412,154,405,23.3,16.4,11.7,296,39,3.89,54.34,49.73,76.06,82.45,282.0,174.49,275.0,170.16,102385.0,63350.4,363.1,174.5,78.31,93.97,5.32,0.35,0.0,5.67,14.0,8.0,86.2,170.3,938.2,0.06,242.0,14642871.0,97.52,5.0,4.96,90602.3,18,11.14,82.0,50.74,320.0,198.0,1751.0,1083.43,2571.0,1590.8,10002.0,6188.71,950.0,587.81,61.0,37.74,8405.06,1343.3
Jacksoncity,MS,,,3,196637,2.74,55.75,43.57,0.5,0.45,16.18,29.7,15.17,10.48,196594,100.0,23270,77.64,0.91,29.46,26.94,10.83,12.77,28401,12216,19315,6719,6269,7230,9671.0,9703,43216,22.68,9.01,24.97,26.91,8.79,59.11,9.73,30.65,12.48,28.01,10.91,36.89,15.27,13.3,3.27,57.38,50.61,66.54,58.36,72.0,75.56,16372,10.76,2006,27.12,40.73,50.3,56.58,0.28,0.42,0.51,0.58,96.72,0.45,7.57,5.18,2.64,2.78,2.46,60.21,6.2,45.98,3,7509,90.54,57.3,10.37,40.18,1965,7.47,0.57,39900,54600,76600,36700,175,290,375,200,388,28.8,21.8,14.0,93,2,1.02,82.08,54.94,84.57,93.26,350.0,179.37,238.0,121.97,195276.0,100078.4,557.9,179.4,80.71,62.86,37.14,0.0,0.0,37.14,14.0,9.0,48.6,112.9,1741.2,1.86,210.0,15920730.0,68.0,5.0,4.0,81593.3,83,42.54,173.0,88.66,1505.0,771.31,1019.0,522.23,7071.0,3623.87,11603.0,5946.51,4054.0,2077.66,145.0,74.31,11722.35,1424.74
MontereyParkcity,CA,,,4,60738,3.11,0.64,26.75,57.46,31.33,13.89,28.54,14.13,12.85,60738,100.0,32605,76.31,0.52,41.65,24.57,13.8,12.88,36808,13290,15751,14779,13697,13110,9441.0,11188,9900,16.42,16.24,30.03,22.41,6.15,55.44,15.74,22.46,12.57,28.22,6.1,36.87,9.75,8.0,3.49,74.34,68.82,82.73,78.04,54.93,57.29,1309,2.78,31477,19.88,29.76,41.75,56.35,10.3,15.42,21.64,29.2,26.97,22.32,11.86,9.33,3.1,3.02,3.19,53.58,23.41,57.48,2,793,96.09,54.93,1.39,16.39,1962,1.5,1.0,177900,238800,304200,126300,492,606,702,210,661,31.8,23.3,11.7,0,0,51.82,35.79,50.94,79.75,82.46,70.0,120.25,69.0,118.53,24000.0,41228.6,342.9,120.3,77.29,47.14,2.86,31.43,18.57,52.86,4.0,8.0,142.9,7.9,7676.7,4.88,28.0,6941698.0,98.57,5.0,5.71,119248.6,6,10.31,9.0,15.46,296.0,508.49,209.0,359.03,758.0,1302.14,933.0,1602.76,681.0,1169.86,2.0,3.44,4078.2,893.29
Zanesvillecity,OH,119.0,88084.0,2,26778,2.48,10.76,88.29,0.2,0.4,13.4,25.87,12.63,14.72,0,0.0,17658,65.57,0.41,29.65,36.76,16.41,19.11,22055,9504,9763,7457,9726,9219,6091.0,8483,6779,25.86,11.21,37.81,9.44,13.05,49.14,26.09,24.5,26.21,19.8,13.41,27.12,17.11,15.49,3.07,59.15,56.94,60.14,70.43,58.59,64.19,942,3.9,213,12.21,12.21,12.21,24.88,0.1,0.1,0.1,0.2,97.52,0.38,5.53,3.58,2.42,2.47,2.36,57.46,2.21,56.69,2,951,91.92,56.35,4.21,58.15,1941,11.3,0.67,23900,34600,47900,24000,151,224,285,134,289,28.7,17.0,12.8,7,0,0.8,88.78,53.66,89.75,96.22,,,,,,,,,,,,,,,,,,10.8,2482.6,1.28,,,,,0.0,,3,11.03,14.0,51.45,40.0,147.0,156.0,573.32,228.0,837.93,977.0,3590.59,108.0,396.91,48.0,176.41,5001.84,782.8
Westontown,MA,17.0,77255.0,10,10200,3.04,0.73,94.36,4.66,1.64,16.57,24.53,14.69,12.67,9332,91.49,95134,79.1,1.21,77.44,23.62,1.81,11.96,108751,46855,47312,28634,0,42130,14974.0,9669,342,3.6,1.3,3.42,68.19,3.62,60.48,12.06,40.05,1.39,58.26,3.95,28.33,5.81,4.98,3.07,90.1,89.72,97.8,91.01,51.13,59.04,36,0.48,858,7.58,9.67,18.3,29.84,0.64,0.81,1.54,2.51,90.39,0.66,3.96,3.22,2.78,2.88,2.15,89.73,0.15,12.2,4,158,95.5,86.72,0.63,53.16,1956,0.0,0.0,361600,497900,500001,138401,475,989,1001,526,1001,27.8,20.1,13.4,0,0,8.41,54.68,66.94,80.7,91.8,,,,,,,,,,,,,,,,,,17.6,578.6,7.26,,,,,0.0,,0,0.0,1.0,9.46,0.0,0.0,12.0,113.5,39.0,368.86,80.0,756.64,1.0,9.46,0.0,0.0,1134.97,122.95
Readingtown,MA,17.0,56130.0,4,22539,2.84,0.24,98.43,1.06,0.68,12.77,24.31,11.93,11.36,22539,100.0,52783,82.4,0.42,62.36,25.76,2.65,19.04,60921,21074,21175,10493,16849,17834,11197.0,9097,470,2.1,2.46,8.1,36.72,5.21,68.8,17.1,29.48,7.5,40.57,4.7,30.44,7.32,6.07,3.26,87.76,87.03,98.68,87.12,63.2,71.76,85,0.53,964,2.8,4.88,8.09,12.66,0.12,0.21,0.35,0.54,94.47,0.3,4.8,3.74,2.82,3.02,1.94,87.18,0.59,28.9,3,172,97.88,81.35,0.58,36.63,1954,0.35,0.37,176200,204100,248500,72300,389,620,775,386,706,25.1,22.6,14.4,0,0,4.28,81.18,69.29,91.58,96.14,,,,,,,,,,,,,,,,,,10.3,2191.9,4.79,,,,,0.0,,0,0.0,3.0,12.84,3.0,12.84,19.0,81.31,107.0,457.89,189.0,808.8,26.0,111.26,0.0,0.0,1377.95,106.98
CoosBaycity,OR,,,5,15076,2.41,0.27,94.75,1.57,2.71,12.56,23.26,10.77,16.14,0,0.0,21579,69.71,0.3,37.59,35.11,8.69,20.8,26411,11240,11442,9375,4914,7393,9739.0,5329,2582,17.44,7.53,23.06,13.82,9.82,52.58,13.45,24.7,15.98,23.49,13.4,23.65,16.96,15.27,2.88,66.58,63.44,72.64,66.73,61.42,67.43,143,1.1,388,17.01,22.94,31.96,35.82,0.44,0.59,0.82,0.92,95.71,0.6,3.78,2.51,2.37,2.4,2.32,58.24,3.25,52.9,2,365,94.48,57.47,3.84,36.99,1961,5.88,0.24,35800,47800,66100,30300,210,275,337,127,338,25.4,19.0,15.0,13,0,2.56,46.0,37.99,70.49,82.34,,,,,,,,,,,,,,,,,,11.0,1375.0,0.0,,,,,0.0,,0,0.0,6.0,34.04,15.0,85.11,14.0,79.43,253.0,1435.46,852.0,4834.04,67.0,380.14,6.0,34.04,6683.69,198.58
Peabodycity,MA,9.0,52490.0,5,47039,2.68,1.21,96.78,1.08,2.86,11.77,25.18,11.85,12.85,47039,100.0,39800,78.79,0.28,42.9,28.39,5.68,17.38,44952,17002,17199,9856,19531,13918,10381.0,9267,2140,4.6,9.07,20.82,20.91,5.31,65.53,20.82,21.68,13.1,27.7,6.97,30.26,9.39,8.24,3.13,81.23,78.97,92.45,83.72,65.28,72.81,812,2.35,5353,9.53,15.58,19.88,24.34,1.08,1.77,2.26,2.77,83.0,3.54,3.75,2.8,2.65,2.87,2.13,76.12,1.33,44.18,3,684,96.25,70.35,1.02,41.37,1959,1.25,0.18,154200,177100,205200,51000,306,523,665,359,603,26.4,21.9,14.3,81,0,11.38,78.14,65.87,89.47,95.26,,,,,,,,,,,,,,,,,,17.0,2768.9,1.66,,,,,0.0,,0,0.0,13.0,26.94,21.0,43.52,41.0,84.97,368.0,762.62,1246.0,2582.12,319.0,661.07,3.0,6.22,4012.02,155.42
DeerParkcity,TX,,,6,27652,3.13,1.08,92.19,1.18,10.8,17.12,27.74,12.78,4.32,27652,100.0,46199,91.51,1.42,42.78,13.68,2.82,10.43,48512,15645,16075,8691,14951,9247,10738.0,10920,1417,5.17,4.25,15.69,15.34,5.29,69.4,27.16,20.95,12.41,25.74,8.82,23.68,11.65,10.24,3.36,83.69,80.28,93.32,85.92,62.52,66.53,89,0.48,835,7.66,13.65,21.44,25.51,0.23,0.41,0.65,0.77,91.3,0.87,4.78,4.13,3.11,3.15,3.0,75.96,4.92,19.98,3,305,96.66,75.04,4.26,35.41,1973,3.47,0.11,54500,66800,81900,27400,296,372,468,172,467,20.2,16.4,11.7,0,0,3.02,68.73,55.3,88.98,95.03,,,,,,,,,,,,,,,,,,10.7,2574.7,0.05,,,,,0.0,,0,0.0,0.0,0.0,8.0,26.35,55.0,181.12,210.0,691.56,397.0,1307.38,40.0,131.73,1.0,3.29,2133.97,207.47
Kissimmeecity,FL,,,7,30050,2.66,9.34,83.6,2.35,14.49,14.73,32.48,15.71,7.96,30050,100.0,27591,86.55,0.87,27.14,18.08,4.63,11.82,30896,11931,12904,6526,8853,10607,5708.0,7662,3507,11.81,8.03,23.89,13.36,5.62,70.98,5.73,12.23,11.23,19.48,12.19,31.03,15.64,13.96,3.07,70.0,65.73,76.22,78.08,68.38,75.76,730,3.59,2474,12.13,28.01,34.03,49.03,1.0,2.31,2.8,4.04,82.28,3.75,4.82,3.36,2.62,2.77,2.51,48.16,6.71,60.93,2,2284,83.21,45.7,0.61,17.95,1981,9.22,0.54,59300,74400,91300,32000,390,444,506,116,531,27.5,22.1,12.1,0,0,8.23,23.38,29.8,48.49,61.71,,,,,,,,,,,,,,,,,,12.9,2336.7,0.35,,,,,0.0,,1,2.71,18.0,48.7,99.0,267.84,326.0,881.99,1191.0,3222.23,2365.0,6398.46,225.0,608.73,9.0,24.35,10253.77,1201.23
Mansfieldcity,OH,139.0,47138.0,9,50627,2.51,18.08,80.73,0.61,0.94,13.65,27.64,13.77,13.49,50627,100.0,22591,71.73,0.29,36.46,29.9,11.51,18.4,28504,11774,12516,7566,9566,38335,2927.0,5973,8474,17.83,11.21,30.3,12.97,8.76,51.9,28.69,21.32,22.43,20.92,12.21,32.73,15.92,14.12,3.0,64.22,60.25,70.81,69.94,57.97,64.34,1881,4.71,1391,6.47,9.71,10.93,12.94,0.18,0.27,0.3,0.36,94.6,0.57,4.22,2.72,2.36,2.51,2.15,61.7,1.66,49.08,3,1712,92.19,58.03,7.48,44.86,1953,9.14,0.34,28800,42300,65200,36400,199,257,310,111,336,25.3,17.0,12.9,30,0,2.75,74.51,52.23,84.27,94.21,,,,,,,,,,,,,,,,,,28.9,1749.7,1.27,,,,,0.0,,3,5.62,50.0,93.59,128.0,239.58,1151.0,2154.38,1265.0,2367.76,2613.0,4890.88,210.0,393.07,16.0,29.95,7681.65,2493.17
Amesburytown,MA,9.0,1185.0,3,14997,2.72,0.69,98.39,0.46,0.64,12.23,25.71,11.64,10.12,739,4.89,37889,79.93,0.79,35.93,25.23,6.68,16.18,44554,15423,15507,7119,13672,26716,4228.0,16295,918,6.25,8.49,20.07,21.55,8.27,64.89,25.68,22.9,14.31,27.73,9.25,30.05,11.78,10.59,3.13,75.54,74.51,85.4,83.03,60.95,70.49,279,2.63,514,5.45,8.37,13.42,13.42,0.19,0.29,0.46,0.46,92.79,0.55,4.11,3.01,2.64,2.89,2.3,63.07,1.67,48.23,3,474,92.09,57.59,0.21,53.16,1948,2.65,0.2,125200,150900,183500,58300,422,543,624,202,601,24.6,24.6,15.9,19,0,3.4,74.92,54.28,88.25,92.78,,,,,,,,,,,,,,,,,,12.9,1166.8,0.84,,,,,0.0,,0,0.0,0.0,0.0,0.0,0.0,90.0,566.68,84.0,528.9,218.0,1372.62,43.0,270.75,0.0,0.0,2172.27,566.68
